folder,file,indent_depth,force,modulus,hertzfactor,contactpointindex,bestcontactpointrms,contactpointposition,indent_time,x,y,setpoint_N,setpoint_V,sensitivity,springconstant,beadradius,animal,orient,setpoint,speed,condition,stage,x_image,y_image,roi,beta_pyforce,k0_pyforce,k_pyforce,pix_per_m
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.40.55.538.mat,3.12E-06,1.01E-08,318.3682,1.8327,8223,3.83E-18,1.80E-05,0.172,-0.0007757,0.0030357,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,718.213762,1204.734326,0,0.152804675,350.1532971,307.7244215,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.41.11.505.mat,5.45E-06,9.99E-09,136.027,0.78305,7897,1.61E-18,2.16E-05,0.2885,-0.0007508,0.0030345,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,718.1827993,1184.0903,0,0.184260832,153.0710209,126.9012712,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.41.26.470.mat,3.53E-06,1.00E-08,263.5698,1.5173,5351,7.64E-19,4.70E-05,0.192,-0.0007258,0.0030332,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,718.2323505,1163.359249,0,0.162677394,289.3676483,257.3998646,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.41.39.789.mat,4.85E-06,9.99E-09,164.6458,0.94779,4152,1.30E-18,5.90E-05,0.258,-0.0007008,0.003032,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,718.1971804,1142.632524,0,0.191310895,184.209171,160.3114517,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.41.54.736.mat,2.91E-06,9.99E-09,352.4123,2.0287,5203,5.96E-19,4.86E-05,0.161,-0.0006758,0.0030308,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,718.1620104,1121.905798,0,0.169180304,377.2196062,340.5515859,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.42.09.359.mat,3.16E-06,1.00E-08,309.1237,1.7795,5389,5.14E-19,4.68E-05,0.1735,-0.0006509,0.0030295,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,718.2157689,1101.257446,0,0.158513712,337.1760903,296.873544,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.42.23.102.mat,8.27E-06,9.98E-09,72.3637,0.41656,4689,2.09E-18,5.37E-05,0.429,-0.0006259,0.0030283,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,718.1805988,1080.530721,0,0.229342288,91.10564741,72.36631533,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.42.37.397.mat,6.45E-06,1.00E-08,109.7979,0.63206,4558,2.26E-17,5.51E-05,0.338,-0.0006009,0.003027,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,718.23015,1059.79967,0,NaN,NaN,NaN,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.42.52.635.mat,3.78E-06,1.00E-08,239.0378,1.376,5398,8.00E-19,4.67E-05,0.2045,-0.000576,0.0030258,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,718.1991873,1039.155644,0,0.194467481,243.3740091,237.4849093,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.43.07.045.mat,3.24E-06,9.99E-09,299.4782,1.724,5308,6.33E-19,4.76E-05,0.1775,-0.000551,0.0030246,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,718.1640173,1018.428919,0,0.165108541,322.1996993,289.0989859,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.43.21.783.mat,4.03E-06,1.00E-08,215.7711,1.2421,5523,7.97E-19,4.55E-05,0.217,-0.000526,0.0030233,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,718.2135685,997.6978678,0,0.165530958,238.0326411,213.9237495,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.43.37.090.mat,3.36E-06,1.00E-08,281.2693,1.6191,6830,1.08E-18,3.24E-05,0.1835,-0.0005011,0.0030221,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,718.1826057,977.0538418,0,0.164076364,300.2841386,274.7926763,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.43.54.412.mat,3.62E-06,1.00E-08,249.2927,1.4351,8690,1.39E-18,1.38E-05,0.1965,-0.0004761,0.0030208,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,718.2321569,956.3227907,0,0.124489454,241.2526358,186.3538873,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.44.10.378.mat,3.68E-06,1.00E-08,246.7033,1.4202,6892,4.59E-19,3.17E-05,0.1995,-0.0004511,0.0030196,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,718.1969869,935.5960655,0,0.195776934,263.9515402,243.5233037,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.44.26.103.mat,4.12E-06,9.99E-09,206.4819,1.1886,6087,2.45E-19,3.97E-05,0.2215,-0.0004262,0.0030184,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,718.1660241,914.9520395,0,0.162280665,232.2174489,187.4088623,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.44.41.090.mat,4.08E-06,9.99E-09,209.4475,1.2057,5482,7.49E-19,4.58E-05,0.2195,-0.0004012,0.0030171,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,718.2155754,894.2209884,0,0.120227681,246.1090299,193.4465106,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.44.55.054.mat,3.38E-06,1.00E-08,285.2851,1.6423,3976,2.16E-18,6.09E-05,0.1845,-0.0003775,0.0029909,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,739.4154131,873.4879001,0,0.118161502,135.9127443,75.18767009,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.45.08.625.mat,4.58E-06,9.99E-09,169.8765,0.9779,3374,4.13E-18,6.69E-05,0.2445,-0.0004025,0.0029922,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,739.3658619,894.2189512,0,0.134193634,172.1155475,121.357677,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.45.21.612.mat,3.75E-06,9.99E-09,235.9019,1.358,3836,2.11E-18,6.24E-05,0.203,-0.0004275,0.0029934,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,739.4010319,914.9456764,0,0.17075598,263.5414213,226.5991007,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.45.35.372.mat,2.76E-06,9.99E-09,379.915,2.187,2963,2.23E-19,7.12E-05,0.1535,-0.0004524,0.0029946,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,739.4319947,935.5897024,0,0.168474579,397.0229724,364.2025748,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.45.59.546.mat,5.61E-06,9.99E-09,128.9136,0.7421,6945,1.82E-18,3.12E-05,0.2965,-0.0004774,0.0029959,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,739.3824435,956.3207535,0,0.105744867,124.8030405,85.04395743,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.46.20.194.mat,3.62E-06,1.02E-08,257.9762,1.4851,8164,3.00E-18,1.87E-05,0.197,-0.0005024,0.0029971,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,739.4176135,977.0474788,0,0.135542027,294.5067697,243.4246007,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.46.35.196.mat,3.41E-06,1.00E-08,277.2055,1.5957,7014,6.42E-19,3.05E-05,0.186,-0.0005273,0.0029984,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,739.363855,997.6958306,0,0.14339653,311.5482605,263.7975212,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.46.50.001.mat,3.10E-06,1.00E-08,318.0129,1.8307,3997,2.63E-19,6.07E-05,0.1705,-0.0005523,0.0029996,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,739.3990251,1018.422556,0,0.170939269,336.3695423,312.9817712,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.47.03.669.mat,3.65E-06,9.53E-09,237.1143,1.365,3566,1.82E-16,6.50E-05,0.1975,-0.0005773,0.0030008,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,739.4341951,1039.149281,0,0.130877018,221.1933422,164.5867018,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.47.18.146.mat,3.82E-06,9.80E-09,225.2369,1.2966,3953,2.51E-17,6.12E-05,0.2065,-0.0006022,0.0030021,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,739.3804366,1059.797633,0,0.129542346,234.6453273,179.5980983,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.47.31.535.mat,4.39E-06,9.98E-09,187.9518,1.082,3346,4.30E-19,6.73E-05,0.235,-0.0006272,0.0030033,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,739.4156066,1080.524358,0,0.182971824,211.5741007,183.0545327,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.47.45.863.mat,2.87E-06,9.98E-09,356.5614,2.0526,4356,4.56E-19,5.73E-05,0.159,-0.0006522,0.0030046,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,739.3660554,1101.255409,0,0.160598283,376.6516109,334.8957159,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.47.59.768.mat,3.23E-06,9.98E-09,296.2401,1.7053,4006,5.25E-19,6.08E-05,0.177,-0.0006772,0.0030058,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,739.4012255,1121.982135,0,0.141880484,290.793644,230.0718718,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.48.14.370.mat,2.96E-06,9.99E-09,342.8478,1.9736,4334,3.19E-19,5.75E-05,0.1635,-0.0007021,0.003007,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,739.4321882,1142.626161,0,0.173525576,361.8682145,329.1096963,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.48.27.928.mat,3.09E-06,9.99E-09,322.5836,1.857,4240,4.17E-19,5.85E-05,0.17,-0.0007271,0.0030083,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,739.382637,1163.357212,0,0.169384161,340.1643734,313.159031,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.48.41.619.mat,2.76E-06,1.00E-08,380.8134,2.1922,4411,6.35E-19,5.68E-05,0.1535,-0.0007521,0.0030095,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,739.417807,1184.083937,0,0.169929032,394.2712219,358.2935751,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.48.56.623.mat,3.05E-06,9.97E-09,326.6916,1.8806,5337,1.44E-18,4.75E-05,0.168,-0.000777,0.0030108,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,739.3640485,1204.732289,0,0.150545669,351.1456654,297.1407997,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.49.11.792.mat,3.99E-06,9.98E-09,216.5755,1.2467,6298,1.11E-18,3.79E-05,0.215,-0.000802,0.003012,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,739.3992186,1225.459014,0,0.142210873,241.1113695,189.4447308,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.49.28.389.mat,7.38E-06,9.99E-09,84.6709,0.48741,8474,9.38E-18,1.61E-05,0.3845,-0.000827,0.0030132,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,739.4343886,1246.185739,0,0.188697931,99.79010543,65.95010626,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.50.03.546.mat,3.69E-06,9.97E-09,243.8255,1.4036,8028,3.50E-18,2.02E-05,0.2,-0.0008033,0.002987,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,760.6342264,1225.452651,0,0.168576142,264.5259885,221.9622246,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.50.19.138.mat,2.84E-06,9.99E-09,364.3908,2.0976,6867,1.26E-18,3.20E-05,0.1575,-0.0007783,0.0029858,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,760.5990563,1204.725926,0,0.151344508,385.0785755,334.1318439,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.50.34.875.mat,3.48E-06,9.99E-09,263.1037,1.5146,4234,1.24E-18,5.84E-05,0.1895,-0.0007534,0.0029846,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,760.5680936,1184.0819,0,0.133303221,266.9164228,201.9768123,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.50.48.815.mat,3.01E-06,1.00E-08,334.6375,1.9264,4468,2.91E-19,5.61E-05,0.166,-0.0007284,0.0029833,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,760.6176448,1163.350849,0,0.154123276,363.067971,318.8917324,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.51.03.467.mat,2.82E-06,9.99E-09,364.2519,2.0968,4825,5.80E-19,5.26E-05,0.1565,-0.0007034,0.0029821,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,760.5824747,1142.624123,0,0.146462439,359.426119,300.5353235,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.51.18.320.mat,2.38E-06,1.00E-08,472.8983,2.7223,5186,2.46E-19,4.90E-05,0.1345,-0.0006785,0.0029808,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,760.6362333,1121.975772,0,0.163941115,456.2032084,411.2521909,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.51.34.458.mat,2.70E-06,9.98E-09,388.9736,2.2391,5161,5.21E-19,4.93E-05,0.1505,-0.0006535,0.0029796,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,760.6010632,1101.249046,0,0.150325018,368.8880333,311.057534,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.51.47.904.mat,6.29E-06,9.98E-09,105.005,0.60447,4358,1.73E-17,5.73E-05,0.33,-0.0006285,0.0029784,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,760.5658932,1080.522321,0,0.145321081,142.8197811,104.9361469,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.52.02.636.mat,4.60E-06,1.00E-08,170.0591,0.97895,5950,7.29E-18,4.14E-05,0.2455,-0.0006036,0.0029771,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,760.6196517,1059.873969,0,0.106804761,178.8852546,122.5233304,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.52.17.558.mat,6.27E-06,1.00E-08,108.6167,0.62526,4920,4.98E-18,5.17E-05,0.329,-0.0005786,0.0029759,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,760.5844816,1039.147244,0,0.143740757,131.9969694,108.2179353,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.52.32.517.mat,3.30E-06,1.00E-08,293.167,1.6876,5656,5.37E-19,4.43E-05,0.1805,-0.0005536,0.0029746,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,760.6340328,1018.416193,0,0.160013487,320.5017454,279.1182645,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.52.47.793.mat,3.37E-06,9.97E-09,279.4977,1.6089,5738,2.99E-19,4.35E-05,0.184,-0.0005286,0.0029734,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,760.5988628,997.6894676,0,0.152773862,306.2391284,264.7238447,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.53.02.752.mat,3.72E-06,1.00E-08,241.2689,1.3889,6255,5.29E-19,3.83E-05,0.2015,-0.0005037,0.0029722,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,760.5679001,977.0454416,0,0.134365693,271.7537031,218.017647,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.53.18.720.mat,6.39E-06,9.99E-09,112.3368,0.64667,7247,2.40E-17,2.84E-05,0.335,-0.0004787,0.0029709,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,760.6174513,956.3143905,0,0.337692254,105.8362346,111.9204382,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.53.34.465.mat,3.93E-06,1.00E-08,220.4192,1.2689,7060,1.05E-18,3.02E-05,0.212,-0.0004537,0.0029697,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,760.5822812,935.5876652,0,0.163612855,242.1961831,219.1126732,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.53.50.256.mat,3.06E-06,9.98E-09,318.235,1.8319,6016,2.37E-18,4.07E-05,0.1685,-0.0004288,0.0029684,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,760.6360397,914.9393134,0,0.145277602,296.5273611,230.6507061,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.54.06.432.mat,2.48E-06,1.00E-08,446.25,2.5689,5389,3.18E-19,4.70E-05,0.1395,-0.0004038,0.0029672,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,760.6008697,894.2125881,0,0.153267175,463.9771507,414.7589594,838186.96
