folder,file,indent_depth,force,modulus,hertzfactor,contactpointindex,bestcontactpointrms,contactpointposition,indent_time,x,y,setpoint_N,setpoint_V,sensitivity,springconstant,beadradius,animal,orient,setpoint,speed,condition,stage,x_image,y_image,roi,beta_pyforce,k0_pyforce,k_pyforce,pix_per_m
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,7.879330243,1.0381,4672,2.99E-18,5.27E-05,0.245,1036.488403,155.58104,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,1036.488403,155.58104,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,2.005512424,1.0381,4672,2.99E-18,5.27E-05,0.245,75.496942,233.398864,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,75.496942,233.398864,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,9.928323811,1.0381,4672,2.99E-18,5.27E-05,0.245,144.139189,233.398864,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,144.139189,233.398864,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,9.132450536,1.0381,4672,2.99E-18,5.27E-05,0.245,212.781436,233.398864,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,212.781436,233.398864,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,4.087186598,1.0381,4672,2.99E-18,5.27E-05,0.245,281.423683,233.398864,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,281.423683,233.398864,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,9.536265795,1.0381,4672,2.99E-18,5.27E-05,0.245,350.065931,233.398864,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,350.065931,233.398864,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,7.235003497,1.0381,4672,2.99E-18,5.27E-05,0.245,418.708178,233.398864,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,418.708178,233.398864,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,1.436849412,1.0381,4672,2.99E-18,5.27E-05,0.245,487.350425,233.398864,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,487.350425,233.398864,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,4.559028235,1.0381,4672,2.99E-18,5.27E-05,0.245,555.992672,233.398864,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,555.992672,233.398864,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,3.19303777,1.0381,4672,2.99E-18,5.27E-05,0.245,624.634919,233.398864,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,624.634919,233.398864,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,2.787968331,1.0381,4672,2.99E-18,5.27E-05,0.245,693.277167,233.398864,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,693.277167,233.398864,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,7.431244305,1.0381,4672,2.99E-18,5.27E-05,0.245,761.919414,233.398864,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.919414,233.398864,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,1.061808478,1.0381,4672,2.99E-18,5.27E-05,0.245,830.561661,233.398864,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,830.561661,233.398864,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,8.494746357,1.0381,4672,2.99E-18,5.27E-05,0.245,899.203908,233.398864,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,899.203908,233.398864,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,9.428433771,1.0381,4672,2.99E-18,5.27E-05,0.245,967.846155,233.398864,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,967.846155,233.398864,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,9.845063814,1.0381,4672,2.99E-18,5.27E-05,0.245,1036.488403,233.398864,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,1036.488403,233.398864,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,8.497799542,1.0381,4672,2.99E-18,5.27E-05,0.245,75.496942,311.216689,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,75.496942,311.216689,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,4.475272914,1.0381,4672,2.99E-18,5.27E-05,0.245,144.139189,311.216689,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,144.139189,311.216689,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,3.588141746,1.0381,4672,2.99E-18,5.27E-05,0.245,212.781436,311.216689,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,212.781436,311.216689,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,6.315353117,1.0381,4672,2.99E-18,5.27E-05,0.245,281.423683,311.216689,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,281.423683,311.216689,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,6.5729925,1.0381,4672,2.99E-18,5.27E-05,0.245,350.065931,311.216689,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,350.065931,311.216689,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,2.277553561,1.0381,4672,2.99E-18,5.27E-05,0.245,418.708178,311.216689,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,418.708178,311.216689,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,2.208658352,1.0381,4672,2.99E-18,5.27E-05,0.245,487.350425,311.216689,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,487.350425,311.216689,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,1.736399496,1.0381,4672,2.99E-18,5.27E-05,0.245,555.992672,311.216689,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,555.992672,311.216689,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,6.592340543,1.0381,4672,2.99E-18,5.27E-05,0.245,624.634919,311.216689,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,624.634919,311.216689,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,6.79372656,1.0381,4672,2.99E-18,5.27E-05,0.245,693.277167,311.216689,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,693.277167,311.216689,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,9.668103338,1.0381,4672,2.99E-18,5.27E-05,0.245,761.919414,311.216689,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.919414,311.216689,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,6.136169299,1.0381,4672,2.99E-18,5.27E-05,0.245,830.561661,311.216689,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,830.561661,311.216689,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,4.313141235,1.0381,4672,2.99E-18,5.27E-05,0.245,899.203908,311.216689,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,899.203908,311.216689,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,1.980897281,1.0381,4672,2.99E-18,5.27E-05,0.245,967.846155,311.216689,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,967.846155,311.216689,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,8.711790286,1.0381,4672,2.99E-18,5.27E-05,0.245,1036.488403,311.216689,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,1036.488403,311.216689,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,6.967451199,1.0381,4672,2.99E-18,5.27E-05,0.245,75.496942,389.034513,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,75.496942,389.034513,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,7.609863841,1.0381,4672,2.99E-18,5.27E-05,0.245,144.139189,389.034513,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,144.139189,389.034513,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,7.358801755,1.0381,4672,2.99E-18,5.27E-05,0.245,212.781436,389.034513,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,212.781436,389.034513,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,5.58302071,1.0381,4672,2.99E-18,5.27E-05,0.245,281.423683,389.034513,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,281.423683,389.034513,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,2.962865887,1.0381,4672,2.99E-18,5.27E-05,0.245,350.065931,389.034513,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,350.065931,389.034513,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,3.762828226,1.0381,4672,2.99E-18,5.27E-05,0.245,418.708178,389.034513,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,418.708178,389.034513,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,8.296405567,1.0381,4672,2.99E-18,5.27E-05,0.245,487.350425,389.034513,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,487.350425,389.034513,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,1.787183292,1.0381,4672,2.99E-18,5.27E-05,0.245,555.992672,389.034513,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,555.992672,389.034513,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,8.852466581,1.0381,4672,2.99E-18,5.27E-05,0.245,624.634919,389.034513,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,624.634919,389.034513,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,6.581662187,1.0381,4672,2.99E-18,5.27E-05,0.245,693.277167,389.034513,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,693.277167,389.034513,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,5.952641237,1.0381,4672,2.99E-18,5.27E-05,0.245,761.919414,389.034513,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.919414,389.034513,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,8.846102371,1.0381,4672,2.99E-18,5.27E-05,0.245,830.561661,389.034513,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,830.561661,389.034513,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,2.414174503,1.0381,4672,2.99E-18,5.27E-05,0.245,899.203908,389.034513,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,899.203908,389.034513,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,5.73318944,1.0381,4672,2.99E-18,5.27E-05,0.245,967.846155,389.034513,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,967.846155,389.034513,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,6.906201814,1.0381,4672,2.99E-18,5.27E-05,0.245,1036.488403,389.034513,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,1036.488403,389.034513,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,4.008286401,1.0381,4672,2.99E-18,5.27E-05,0.245,75.496942,466.852337,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,75.496942,466.852337,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,2.647217968,1.0381,4672,2.99E-18,5.27E-05,0.245,144.139189,466.852337,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,144.139189,466.852337,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,2.711897416,1.0381,4672,2.99E-18,5.27E-05,0.245,212.781436,466.852337,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,212.781436,466.852337,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,7.858593531,1.0381,4672,2.99E-18,5.27E-05,0.245,281.423683,466.852337,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,281.423683,466.852337,0,0.13641966,211.2419511,170.5419027,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.01.36.245.mat,4.59E-06,1.00E-08,8.32490805,1.0381,4672,2.99E-18,5.27E-05,0.245,350.065931,466.852337,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,350.065931,466.852337,0,0.13641966,211.2419511,170.5419027,869670.17
